id,clientId,created_at,updated_at,description,job,price,comments,status,paymentSign
244,211,"2022-01-12 16:35:00","2022-01-15 16:40:34","Silla Candy","Cambiar apoyabrazos original",6400,"Cilindro y apoyabrazos: $ 3900 + $ 2500
AVISADO",Entregada,1000
245,212,"2022-01-13 17:04:55","2022-01-17 17:30:01","Silla Rody alta c/apoyas, color beige",Revisar,0,"No la hace",Entregada,NULL
246,66,"2022-01-14 19:37:19","2022-01-24 16:30:19","Silla cajera tipo Rody baja","Chapòn, ruedas, tapizar y rellenar asiento, retocar aro.",7180,AVISADO,Entregada,NULL
247,195,"2022-01-14 19:41:35","2022-02-14 16:03:29","1 silla 7010 girat. c/apoyas., 3 cajera negra c/regatones.","Revisar y presupuestar",50830,"CUIT  30715451235
AVISADO MATIAS X W APP / FACTURA HECHA / PAGADO",Entregada,NULL
248,213,"2022-01-19 20:42:43","2022-01-27 20:42:43","Silla negra candy",Revisar,6000,"Aparte de la rajadura, el chapòn basculante tiene roto el mecanismo de regulaciòn.
Hay que cambiar el basculante $ 6000.- AVISADO x w app",Entregada,NULL
249,214,"2022-01-21 17:23:26","2022-01-31 15:20:16","Sillon gerencial gris claro","cambiar estrella mediana",2600,"PAGADA / AVISADO X W APP",Entregada,NULL
250,215,"2022-01-21 18:18:06","2022-02-03 14:51:13","Silla cajera tipo Rody roja y negra","Revisar y presupuestar: chapòn, cilindro, ruedas, enderezar aro, interno asiento de madera, retapizado asiento c/relleno.",14200,NULL,Entregada,NULL
251,216,"2022-01-21 19:51:17","2022-01-28 18:41:40","repuesto de poya, se puede conseguir? llamar",Revisar,0,NULL,Entregada,NULL
252,217,"2022-01-22 14:42:37","2022-01-29 14:11:20","2 Silla tipo Ergo negra c/apoyabrazos " D "","Retapizado completo",8200,"No hacemos fundas / Avisada x w app
CONFIRMO RETAP. COMPLETO / AVISADA",Entregada,3000
253,218,"2022-01-22 15:00:03","2022-01-27 18:57:20","Sillòn gerencial cromado c/red","Retapizar asiento en Ecocuero negro",2800,AVISADA,Entregada,NULL
254,219,"2022-01-22 17:15:42","2022-03-22 16:17:12","Silla tipo Turìn negra c/apoyabrazos Golf","Retapizar asiento",2200,"AVISADA X W APP",Entregada,NULL
255,220,"2022-01-24 14:37:55","2022-03-22 16:16:49","Sillòn bajo reg. manual, color rojo","Revisar regulaciòn de altura",2600,NULL,Entregada,NULL
256,221,"2022-01-24 18:22:09","2022-03-22 16:16:18","Sillon red con apoyas grandes reulables","Revisar y presupuestar",0,"No podemos repararlo
AVISADO",Entregada,NULL
257,222,"2022-01-24 18:44:30","2022-01-26 19:55:43","2 Sillas Ergo con apoyabrazos D negras","Revisar y presupuestar",2250,NULL,Entregada,NULL
258,223,"2022-01-25 14:14:47","2022-01-27 18:58:16","Sillòn gerencial negro cromado","Cilindro y revisar",0,NULL,Entregada,NULL
259,224,"2022-01-25 20:30:15","2022-03-14 18:34:49","Silla 7010 negra","cilindro y retapizar asiento",6300,"AVISADO X W APP",Entregada,1000
260,225,"2022-01-26 15:29:09","2022-01-31 16:04:21","Silla Turìn basic negra","Revisar inclinaciòn hacia adelante de asiento",0,"SIN CARGO
AVISADO",Entregada,NULL
261,17,"2022-01-26 17:42:51","2022-02-25 17:35:38","Silla Red chic negra","Revisar cilindro y chapòn (soldar)",6600,"Esperando autorizaciòn de cilindro
$ 2500 + $ 4100
Autorizado


TERMINADO
AVISADO",Entregada,NULL
262,227,"2022-01-27 14:15:25","2022-02-08 14:56:17","Silla operativa negra, c/apoyab. china","Cilindro y revisar",4000,"Precio sin factura
AVISADO X W APP",Entregada,NULL
263,35,"2022-01-28 15:20:30","2022-02-11 16:11:37","Sillòn gerencial negro","Colocar estrella mediana y ruedas",4800,"Avisar a Nestor Vega 2236814418
AVISADO",Entregada,NULL
264,228,"2022-02-01 15:26:33","2022-03-22 16:15:56","Silla Rody baja s/apoyas","Revisar y avisar",6700,"Rellenar asiento, cilindro y perilla contacto.
AVISADO",Entregada,NULL
265,229,"2022-02-03 16:22:40","2022-02-03 19:16:44","Silla Plàstica blanca c/base cromada","cambiar cilindro",4200,AVISADA,Entregada,NULL
266,11,"2022-02-03 17:40:05","2022-02-04 16:44:06","Silla Candy operative","Revisar y avisar",1800,NULL,Entregada,NULL
267,230,"2022-02-03 19:53:28","2022-02-10 14:46:06","2 sillas tipo tyson, negras, sin apoyabrazos","Revisar y presupuestar",10800,CONFIRMADO,Entregada,NULL
268,231,"2022-02-04 16:46:25","2022-02-15 17:21:55","Silla India gris, cromada c/apoyas","Revisar cilindro, ruedas y retapizado de asiento y respaldo",10300,AUTORIZADO,Entregada,NULL
269,232,"2022-02-04 17:02:07","2022-02-09 15:12:23","Sillon gammer rojo y negro","Cambiar cilindro y endrerezar apoyas",4900,AVISADA,Entregada,NULL
270,233,"2022-02-04 17:28:06","2022-02-19 14:12:13","2 Sillas tipo aluminio bajas, negra","Revisar y presupuestar. retapizado de apoyas",6800,"AUTORIZADO
AVISADO",Entregada,NULL
271,11,"2022-02-04 18:40:18","2022-02-08 16:05:03","Silla Candy operative","Cambiar ruedas",1800,AVISADO,Entregada,NULL
272,234,"2022-02-08 20:36:34","2022-03-22 16:15:20","Sillon tipo gerencial chico, negro, con apoyas. N","Necesita que suba mas",4100,"Cambiar cilindro",Entregada,NULL
273,154,"2022-02-09 18:39:18","2022-02-09 19:27:29","Mismo sillòn","Colocar estrella cromada y nivelar",3000,complicada,Entregada,NULL
274,235,"2022-02-10 18:51:15","2022-02-14 16:07:56","Sillòn C grande","Estrella y ruedas",3000,NULL,Entregada,NULL
276,35,"2022-02-11 18:36:40","2022-02-18 14:35:38","1 Sillòn gerencial, base y apoyas de madera y 1 Sillòn Aluminio bajo","Teñir sillòn grande y rellenar asiento, cilindro y suplementar $ 3300.-  / $ 4100.- / $ 700.-  Total $ 8100.-",8100,"Sillòn Aluminio no se puede hacer",Entregada,NULL
277,237,"2022-02-11 20:25:48","2022-03-22 14:45:59","2 Sillas tipo tyson color bordo sin apoyabrazos, 2 sillones gerenciales negros con apoyas","Revisar y presupuestar. ver tapizado en los bords de los gerenciales",26600,"Ver cuaderno

TERMINADO 
AVISADO",Entregada,NULL
278,238,"2022-02-12 15:14:57","2022-03-22 15:26:51","Sillòn C chico y silla china negra sin apoyas.","Cambiar cilindro de china a Sillòn / Retapizar sillòn",9100,"Retapizado $ 6000.- AUTORIZADO/ Tipo maleducado, no le gustò el retapizado. La segunda vez que se retapizò, tampoco le gustò ( y estaba bien )
Cambio de cilindro $ 600.- / Interno asiento $ 2500.- / Le rebajè a $ 8500.-

TERMINADO
AVISADO",Entregada,NULL
280,239,"2022-02-12 15:18:39","2022-02-15 20:49:41","Sillon gerencial Negro con base cober","Colocar estrella mediana",2600,AVISADO,Entregada,1000
281,240,"2022-02-14 14:52:12","2022-03-22 15:26:26","Sillòn rojo tipo Ergo y silla tipo Tyson","Retapizados y  cambiar " T " en 1",9600,"retap. c/u $ 4200 . Talampaya 5735 / 5728 / 5733
Cambiar  " T " $ 1200.-",Entregada,NULL
282,241,"2022-02-14 16:35:30","2022-02-18 17:13:07","Sillòn viejo marròn monocasco","Colocar base completa ( equipo giratorio )",10000,"PAGADO / AVISADO",Entregada,NULL
283,242,"2022-02-15 15:52:07","2022-03-09 16:50:16","Sillòn C chico negro","Colocar estrella mediana de las nuevas y ruedas usadas / $ 2600.- ruedas $ 900",3000,"Descuento en ruedas
AVISADO",Entregada,NULL
284,152,"2022-02-15 16:16:36","2022-02-22 16:04:07","Sillon gerencial Negro","Cotizar parches en tapizado",1500,"Retapizado completo $ 7000.-",Entregada,NULL
285,243,"2022-02-17 16:54:46","2022-04-18 14:32:56","Sillòn gerencial negro /Mesh","Revisar y presupuestar",0,"AVISADO/ AUTORIZADO

TERMINADO
AVISADO",Entregada,NULL
286,43,"2022-02-17 20:37:11","2022-09-12 15:50:44","DEL 28/01/22 : Estrella mediana $ 1920.- / Cilindro neumàtico $ 3370.- / Ruedas $ 376.- / Contacto permanente $ 4610.- / Chapòn $ 2060.- / Respaldo completo $ 5840.- / Equipo giratorio $ 2180.- / Par de apoyabrazos Golf $ 1600.- /","Retiro 5 cilindros 17/02/22",0,"PEDIDO 17/05/22  2 CONTACTOS Y 2 respaldos. Pago 14600. total 20800. Saldo 6200. retiro 2 contactos. 24/05/22 Retira 2 respaldos  , debe 6.200",Entregada,NULL
288,35,"2022-02-18 14:36:05","2022-04-28 16:30:13","Silla fija  " 7010 " tela negra","retapizar y relleno. cambiar regatones . retocar estructura",5000,NULL,Entregada,NULL
289,185,"2022-02-18 18:33:25","2022-03-26 16:08:04","1 Silla y 1 sillon con apoyas regulables en tela azul","Cambio de cilindro en los 2",8200,"TERMINADO
AVISADO",Entregada,NULL
290,244,"2022-02-18 20:47:28","2022-03-08 20:42:38","Silla tipo Biro, color gris, con apoyas","Revisar y presupuestar. Incluido el tapizado y relleno. Tiene las ruedas. Tapizado ecocuero 6168/6179.",7000,"TERMINADO
AVISADO",Entregada,NULL
291,245,"2022-02-19 17:44:32","2022-05-09 16:27:25","Sillòn gerencial grande","Cotizar retapizado con 2 colores y revisar/ Apoyabrazos, bordes respaldo y borde delantero asiento en Talampaya 6166 ò 5737",16150,"consultar colores de parches y cuales son. PASA A VER COLORES 03/03/22 
Retapizado completo $ 6000.- / Basculante $ 6050.- / Cilindro $ 4100.- AUTORIZADO / AVISADA X W APP",Entregada,10000
292,152,"2022-02-22 16:04:47","2022-02-25 18:37:30","Sillón gerencial negro","Parchear tapizado",900,"TERMINADO
AVISADO",Entregada,NULL
294,246,"2022-02-23 20:47:36","2022-02-25 17:21:22","Siilon gris con apoyas","estrella mediana",2600,AVISADA,Entregada,NULL
295,132,"2022-02-25 16:41:12","2022-03-22 15:25:47","2 Sillas turin basic","revisar y reparar cilindros",4000,"ENVIAR FACTURA A CARMEN",Entregada,NULL
296,247,"2022-03-03 15:51:45","2022-04-13 13:32:43","Silla  " Candy operative "","Cambiar cilindro y ( ruedas )",0,"Sin cargo

TERMINADO
AVISADO",Entregada,NULL
297,248,"2022-03-04 15:09:34","2022-03-22 16:07:06","Sillòn gerencial negro con casco","Ruedas y estrella mediana",4400,"TERMINADO
AVISADO",Entregada,NULL
298,250,"2022-03-05 15:45:09","2022-03-17 13:26:22","Silla " 7010 " neumàtica","cambiar chapòn",3400,AVISADA,Entregada,NULL
299,251,"2022-03-05 16:08:47","2022-04-08 15:02:24","10 Silla 7010 tap. en tela","Revisar y presupuestar",0,"Esperando respuesta",Entregada,NULL
301,252,"2022-03-08 16:54:30","2022-03-09 17:25:27","Silla Rody baja","Colocar estrella",2600,NULL,Entregada,NULL
302,253,"2022-03-08 17:14:32","2022-04-21 18:13:55","Silla Red negra","Buscar respaldo de repuesto",0,"No hay repuesto.
Colocar parte superior de Candy operative $ 11000.- /AVISADO",Entregada,NULL
303,254,"2022-03-08 20:04:53","2022-03-12 15:04:23","Base basculante negra","Cambiar estrella y ruedas",4200,NULL,Entregada,2000
304,255,"2022-03-09 16:00:03","2022-04-01 13:16:57","Silla 8500 c/apoyas en color verde",soldar,2500,"TERMINADO
AVISADO",Entregada,NULL
305,256,"2022-03-10 15:17:57","2022-03-10 19:40:28","Base cromada basculante","Cambiar basculante",6700,"CUIT  30-70716077-9
AVISADO",Entregada,NULL
306,257,"2022-03-10 18:41:52","2022-03-22 15:27:21","Sillòn gamer GP  Game Pro  blanco y negro",CILINDRO,4510,PAGADO/AVISADO,Entregada,NULL
307,224,"2022-03-10 20:59:09","2022-03-14 19:31:10","Silla 8500 negra, giratoria","Cambio de cilindro",4500,"TERMINADO
AVISADO",Entregada,2000
308,198,"2022-03-11 15:53:19","2022-03-28 14:44:45","Silla Rody alta azul petroleo","Revisar y presupuestar",8550,"AUTORIZADA / AVISADO",Entregada,NULL
309,258,"2022-03-11 17:28:50","2022-03-15 15:13:44","Silla Rody premium en tela negra","Cilindro y 5 ruedas",6200,"AUTORIZADO

TERMINADO",Entregada,2000
310,93,"2022-03-11 18:03:05","2022-03-22 14:11:10","4 Sillones tipo director plegable","Retapizar en lona cobertura negra",14400,AUTORIZADO,Entregada,NULL
311,259,"2022-03-16 14:49:07","2022-03-22 14:10:31","Alma Blanca",Cilindro,0,"Silla Alma en garantía cambio de cilindro (Sin cargo)


TERMINADO
AVISADO",Entregada,NULL
312,37,"2022-03-16 14:55:18","2022-09-05 14:13:50","Rody alta negra sin apoyas","Revisar y presupuestar",9400,"Cilindro, palanca chapòn, interno de madera, ruedas, Rellenar y retap. asiento
Sin retapizado de asiento $ 7000.-/Avisar cuando hay sillas usadas x 3

NO SE HACE
NOS QUEDA A NOSOTROS",Entregada,NULL
313,260,"2022-03-16 16:03:53","2022-03-17 15:16:04","Silla Candy operative","Colocar cilindro largo",800,"TERMINADO
AVISADO",Entregada,NULL
314,261,"2022-03-17 18:55:06","2022-03-29 13:13:10","Sillon tipo Milano alto , negro","Revisar y presupuestar",0,"NO SE HIZO
ENTREGADO",Entregada,NULL
316,71,"2022-03-21 13:54:04","2022-03-22 19:01:32","Sillon gerencial Negro con casco y paneles de apoyabrazos","Revisar cilindro, perilla de palanca y suplem.",4750,AVISADO,Entregada,NULL
317,66,"2022-03-22 16:14:11","2022-03-22 16:14:49","Silla cajera negra","Revisar y arreglar, limpiar ruedas...",9700,"AVISADO
REPARACION DEL 11 DE FEBRERO",Entregada,NULL
318,263,"2022-03-22 17:15:39","2022-03-25 18:19:16","Base neumatica chica","Cambio de cilindro",4500,NULL,Entregada,NULL
319,264,"2022-03-22 18:35:27","2022-03-29 14:04:58","2 Sillas 1 verde sin apoyas y 1 beige","Revisar las 2",1600,"Propuesta en conversaciòn",Entregada,NULL
320,265,"2022-03-22 18:52:33","2022-04-19 17:38:41","Silla 7000 opertaiva, negra","Colocar estrella mediana",2860,"TERMINADO
AVISADO",Entregada,1000
321,266,"2022-03-23 13:54:38","2022-04-01 14:58:05","Silla India Negra c/apoyab cromados","Cilindro y retap. asiento",7700,"Hubo que suplementar el cilindro (por èso agregamos $ 700.- )

TERMINADO

AVISADO",Entregada,1000
322,24,"2022-03-23 15:09:47","2022-04-02 15:15:49","Silla Rody negra c/apoyas","Resorte de chapòn y ajustar apoyabrazos.",2500,AVISADO,Entregada,NULL
323,267,"2022-03-23 16:30:24","2022-04-09 14:28:49","Silla tipo Candy negra","Chapòn y ruedas usadas",3750,"TERMINADO
AVISADO",Entregada,1000
324,268,"2022-03-25 15:04:31","2022-03-29 17:00:29","Silla 8500 Cuerotex arena c/apoyabrazos","Soldar y reforzar orejas respaldo",2500,"TERMINADO
Avisada",Entregada,NULL
325,269,"2022-03-25 16:08:22","2022-03-29 16:59:30","Sillòn gerencial negro","Revisar cilindro y basculante",4700,"Cilindro y cucurucho",Entregada,NULL
326,270,"2022-03-25 19:13:52","2022-04-06 19:47:30","Sillon gerencial Negro","Revisar y presupuestar por separado los arreglos",11150,"cilindro y basculante

TERMINADO
AVISADO",Entregada,NULL
327,271,"2022-03-25 20:02:24","2022-05-19 15:50:40","Silla tipo candy, red roja","Revisar y presupuestar",6600,"Cilindro y Rellenar asiento
AUTORIZADO
TERMINADO
AVISADO",Entregada,NULL
328,209,"2022-03-26 13:17:31","2022-04-13 18:36:08","Silla de madera","Hacer madera interno, retapizar y rellenar  asiento en talampaya negro",3500,"AVISADA

TERMINADO",Entregada,2000
329,22,"2022-03-26 15:15:14","2022-04-12 19:26:11","Sillòn C chico c/gris","Retapizado completo en Cuerotex negro",6000,TERMINADO,Entregada,1000
330,272,"2022-03-28 17:19:47","2022-04-08 17:32:31","Base Silla Alma","Revisar estrella c/cilindro pasado. Presupuestar",1300,"TERMINADO
AVISADO",Entregada,NULL
331,134,"2022-03-28 17:59:03","2023-09-08 18:41:28","Silla Rody baja gris, con apoyabrazos","Revisar y presupuestar",15000,"AVISADO X W APP
$ 17250.- ( actualizado a Julio )/ actualizado a Diciembre $ 21.500.-
NO PAGARON . NO RETIRARON. PASA A STOCK PARA VENTA",Entregada,NULL
332,273,"2022-03-28 19:39:47","2022-05-10 19:22:27","Silla 7010 gris","colocar càscara respaldo",0,"SIN CARGO

TERMINADO

AVISADO",Entregada,NULL
333,274,"2022-03-28 19:43:15","2022-04-01 17:26:34","Sillon gerencial Negro","Cilindr, suplem. c/grilòn y suplem. estrella.",5500,"TERMMINADO

AVISADO",Entregada,NULL
334,275,"2022-03-28 19:53:39","2023-04-04 14:13:47","Silla tipo Rbaja china negra","Revisar y presupuestar",0,"Retap. asiento $ 2700.- / Ruedas $ 1700.- / Cilindro $ 4700.-
AVISADA en abril y mayo, hasta Agosto nunca contestò.
ESTA ARRIBA",Entregada,NULL
335,276,"2022-03-30 17:32:28","2022-04-05 16:09:13","Asiento Cuerotex baige",Rellenar,0,NULL,Entregada,NULL
336,277,"2022-03-30 17:34:27","2022-04-11 15:39:05","Sillón "C" alto mesh","Cilindro y revisar",4700,"cilindro

TERMINADO
AVISADO",Entregada,1000
337,153,"2022-03-31 14:21:15","2022-05-09 16:19:22","Silla negra/gris con apoyas y base cromada","Chapòn y revisar",3200,"chapòn nuevo
LLEVAR A BULONERA

TERMINADO",Entregada,NULL
338,278,"2022-04-02 16:00:59","2022-04-28 17:24:35","Silla Biro alta negra","Revisar y avisar",7400,"Contacto nuevo y retapizar asiento ( $ 4700 +$ 2700 )
AVISAD X W APP",Entregada,NULL
339,279,"2022-04-02 16:41:17","2022-04-28 16:29:42","Silla Alma est. negra /azul","Cambio de cilindro",0,"Sin cargo

TERMINADO
AVISADO",Entregada,NULL
340,280,"2022-04-04 18:00:33","2022-04-27 19:15:30","Sillon gerencial Negro","Revisar y presupuestar",2350,"Rellenar asiento, inserto y tornillo
AVISADO X A APP",Entregada,NULL
341,281,"2022-04-05 16:55:36","2022-05-14 15:14:53","2 Sillones chicos tipo C Bordò y amarillo","Revisar y presupuestar",7750,"TERMINADO / TALAMPAYA NEGRO
AVISADO",Entregada,NULL
342,211,"2022-04-07 17:37:55","2022-04-13 15:31:05","Silla Candy","Cambiar basculante",4500,"TERMINADO
AVISADO",Entregada,NULL
343,282,"2022-04-08 16:13:35","2022-05-21 15:40:37","Silla tipo India cromada negra","Cilindro y rellenar asiento",7500,AVISADA,Entregada,3000
344,283,"2022-04-09 14:30:05","2022-05-06 13:55:03","2 Silla 7010 s/apoyas  y 3 sillas Tyson c/ovalina s/apoyas. Todas en Ecocuero gris","Revisar y presupuestar",21200,"Pasè presup. x w app / AUTORIZADO
AVISADO",Entregada,NULL
345,284,"2022-04-11 13:35:46","2022-04-20 13:09:58","2 Silla Turìn basic negra , neum.","Se inclinan hacia adelante / clavar bien chapòn en una",0,"TERMINADO 
AVISADO",Entregada,NULL
346,7,"2022-04-11 14:01:42","2022-05-30 19:14:35","2 Silla 7010 negras y 1 sillòn Gerncial negro plàstico","Revisar y hacer",12080,"AUTORIZADO / ORDEN DE COMPRA Nº 178
FACTURA ENVIADA 10/05/22. ENTREGADAS- PAGADO 30/05/22
AVISADO",Entregada,NULL
347,285,"2022-04-12 18:11:09","2022-04-28 16:31:10","Banqueta alta, neum., c/asiento en Econegro, cromada","Fijar altura en màximo",2500,"TERMINADO 
AVISADO",Entregada,1000
348,286,"2022-04-12 19:23:55","2022-04-28 16:39:32","Silla tipo India","cambiar estrella y suplementar",3500,"PAGADO

TERMINADO
AVISADO",Entregada,NULL
349,287,"2022-04-19 13:33:42","2022-04-28 18:31:45","Banqueta negra","Revisar y presupuestar",2500,"Fijar en altura màx. . entre 73 y 75 la altura final
Esperando autorizaciòn.",Entregada,2000
350,288,"2022-04-19 15:13:44","2022-05-09 19:45:36","Base basculante negra","Revisar y presupuestar",4850,"Enviè w app con 2 opciones: estrella plàstica c/ruedas $ 4850.-
AUTORIZADO",Entregada,NULL
351,17,"2022-04-19 17:18:36","2022-04-27 19:54:19","Silla red chica negra ( ya traida )","revisar chapòn",0,"SIN CARGO
AVISADO",Entregada,NULL
352,284,"2022-04-19 19:13:52","2022-04-20 13:10:04","2 Turìn basic","Suplementar de adelante",0,"SIN CARGO
AVISADO",Entregada,NULL
353,289,"2022-04-20 18:09:09","2022-08-23 13:50:45","1 Silla Candy negra y 1 silla cromada negra","Silla cromada, no tiene arreglo, silla Candy : fabricar interno $ 3800.- y cilindro $ 4700.- ( si se utiliza el cilindro de la otra, se ahorra èste importe)",4200,"Enviè presupuesto por w app
AUTORIZADO / AVISADO 2 VECES
TERMINADO 
AVISADO",Entregada,NULL
354,290,"2022-04-20 18:39:52","2022-05-06 15:18:26","Sillòn Negro gerencial","Cilindro, rellenar asiento y parches, fuelle telescòpico, 1 rueda",5500,"PRECIO REAL $ 7100,  CON DESCUENTO $ 5500.-
AVISADA X W APP",Entregada,NULL
355,291,"2022-04-21 19:19:40","2022-05-02 18:02:22","Silla India azul","Cambiar cilindro",0,"PAGADA / AVISADO
Trae nuevamente, se saliò estrella. SIN CARGO",Entregada,NULL
356,292,"2022-04-23 15:40:04","2022-06-15 18:43:44","Silla tipo Rody color tiza","Cambiar apoyabrazos y retapizado completo en Talampaya 454 ò 159",6200,"5330 + 900
TERMINADO AVISADO",Entregada,2000
357,293,"2022-04-26 16:36:58","2022-04-29 16:39:21","Silla Rody alta negra",Contacto,4300,TERMINADO,Entregada,NULL
358,294,"2022-04-26 18:33:44","2022-05-03 18:59:28","Silla tipo NV-5  gris","Suplementar estrella, ajustar respaldo y chapòn c/arandelas",700,"Ver estrella y respaldo
AVISADA

TERMINADO",Entregada,NULL
359,185,"2022-04-27 13:55:49","2022-05-07 14:33:27","Asiento y respaldo silla fija",Retapizar,3900,"TERMINADO
PAGADO

Enviè presupuesto x mail",Entregada,NULL
360,295,"2022-04-27 15:10:42","2022-05-30 19:34:12","Sillon gerencial Negro con laterales/apoyab. tapizados","Presupuestar basculante, retap. de laterales y revisar.",10700,"AUTORIZADO SALDO $ 8700.-
TERMINADO. PAGADO TODO
AVISADO",Entregada,2000
361,297,"2022-04-27 17:50:49","2022-05-23 15:13:21","2 Sillas Cajeras tipo Tyson negras c/apoyas","Revisar y presupuestar /No tapizado asientos, solamente del respaldo de una , pero aparte.",19800,"PAGADO X TRANSF.
TERMINADO
FALTA AVISAR (ESTA DE VACACIONES)",Entregada,NULL
362,298,"2022-04-27 18:35:55","2022-05-20 15:20:08","3 Silla " 7010 " fija negra y  1  " 7010 " neumàtica sin brazos","Revisar y presupuestar",15940,"Enviè pres. x mail
AUTORIZADO. Factura enviada y flete agregado. PAGADO POR TRANSFERENCIA
TERMINADO
AVISADO",Entregada,NULL
363,280,"2022-04-27 19:17:21","2022-05-03 17:29:19","Silla tipo Candy roja","Revisar inclinacion y relleno",2100,"Rellenar asiento y suplementar chapòn c/arandelas

TERMINADO
AVISADO",Entregada,NULL
364,299,"2022-04-28 16:22:46","2022-05-20 15:20:33","Silla china negra alta","Rellenar y retapizar comp. ruedas y chapòn",9500,"AUTORIZADO
TERMINADO
AVISADO",Entregada,NULL
365,300,"2022-04-28 17:51:41","2022-05-02 18:09:40","Sillòn Mesh alto cromado","Colocar estrella cromada",6930,"TEMRINADO / Entregado
AVISADO",Entregada,NULL
366,301,"2022-04-28 18:42:13","2022-05-31 14:24:31","Silla fija de comedor, madera, esterilla y tela bordó","Fabricar interno de madera",2800,"TERMINADO
AVISADO",Entregada,1000
367,271,"2022-04-29 15:51:05","2022-05-19 15:50:47","Silla Candy con rojo - Sillon tipo C negro","Revisar y presupuestar",22770,"Tipo C: estrella chica,  1 rueda,
Chapón,  relleanar respaldo, rellanar y retapizar asiento.

Candy roja: basculante, 2 tornillos, rellenar asiento.

AUTORIZADO
TERMINADO
AVISADO",Entregada,NULL
368,302,"2022-04-29 17:31:53","2022-05-24 17:42:31","Sillòn gerencial negro tipo Trento","Revisar y avisar",4500,"Fabricar interno ( abrir y cerrar tapizado ) y rellenar 
Esperando confirmaciòn.
AUTORIZADO
TERMINADO 
AVISADO",Entregada,NULL
369,303,"2022-04-30 13:40:03","2022-08-30 15:39:57","Silla Simet cromada ceniza","Retapizar asiento y apoyabrazos / en Talampaya 268 ò 159 / COLOCAR 1 TORN. pARKER.",3600,"Revisar y presupuestar / Pasè pres. x w app / AUTORIZADO
TERMINADO 
AVISADO",Entregada,NULL
370,304,"2022-05-02 17:17:18","2022-05-04 16:44:53","Base neumàtica basculante","cilindro, estrella y 1 rueda /",9570,"PAGADO / FACTURA HECHA ( ENTREGAR )
AVISADO X W APP",Entregada,NULL
371,305,"2022-05-03 13:40:28","2022-05-21 14:47:11","Sillon gerencial Negro","Retapizado completo, limpiar apòyabrazos y lubricar eje y ruedas",7100,"Revisado y presupuestado.
CONFIRMADO
TERMINADO
AVISADO",Entregada,3500
372,306,"2022-05-03 14:18:08","2022-05-13 16:54:54","Sillon gerencial Negro","Cambiar cilindro, abrir tapizado y sacar tornillos cortados de insertos apoyabrazos, colocar 2 tornillos largos Allen.",6050,"Revisar cilindro / Alejandro
Enviè mensaje x w app
TERMINADO
AVISADO",Entregada,NULL
373,307,"2022-05-03 15:12:56","2022-05-10 17:06:11","Silla tipo tyson rosa sin apoyabrazos","Revisar y presupuestar y tapizar. cuerotex 3 o 4, o ecocuero 268 o 159",3100,"Respaldo nuevo, retapizado completo, 2 tornillos y ruedas. HACER SOLO RESPALDO
AVISADO",Entregada,NULL
374,294,"2022-05-04 18:18:45","2022-05-11 18:42:41","Sillon Turin Basic negra","Cambio de cilindro y rellenar asiento",7000,AVISADO,Entregada,NULL
375,308,"2022-05-06 19:32:49","2022-06-24 14:12:36","Silla 7010 NEUMÀTICA en Puntino petroleo","Cilindro, rellenar asiento, enderezar estructura, perilla cilindro.",7250,"Revisar y presupuestar
ENVIE PRES. X  W APP
AUTORIZADO
TERMINADO
AVISADO",Entregada,NULL
376,185,"2022-05-07 14:37:55","2022-06-04 16:55:10","Silla azul c/resp. red",Cilindro,4900,"AUTORIZADO
TERMINADO / PAGADO
AVISADO",Entregada,NULL
377,89,"2022-05-09 16:04:52","2022-05-11 19:43:52","1 asiento alma, 1 asientoRody y 1 respaldo India Mesh","Retapizar en Talampaya negro y Mesh negro",7700,AVISADO,Entregada,NULL
378,309,"2022-05-10 14:17:37","2022-06-10 18:45:37","Banqueta alta cromada, neum., econegro","soldar base",2400,"Pidiò precio para retapizar otra igual $ 4900.-
AUTORIZADO
TERMINADO
AVISADO",Entregada,NULL
379,310,"2022-05-10 16:48:56","2022-05-13 16:18:09","Sillon gerencial Negro pequeño","Colocar estrella chica màs 1 rueda ( $ 340.- )",2940,AVISADO,Entregada,1500
380,311,"2022-05-11 14:48:39","2022-06-15 19:18:10","Sillon gerencial Negro","colocar estrella mediana, 1 rueda y suplementar con arandelas.",3840,"Revisar y presupuestar
ENVIE PRES. X  W APP
TERMINADO 
AVISADO",Entregada,NULL
381,312,"2022-05-11 14:50:16","2022-05-19 17:19:17","Sillòn C chico negro","Cambiar cilindro y chapòn, fijar c/parker",7900,"AUTORIZADO
TERMINADO
AVISADO",Entregada,4000
382,281,"2022-05-11 14:51:57","2022-06-29 18:39:44","Sillòn tipo C amarillo puntino","Revisar y presupuestar",8100,"Equipo giratorio, retapizado completo en Talampaya negro y 1 tornillo
ENVIE PRES. X  W APP
AUTORIZADO
TERMINADO
AVISADO",Entregada,NULL
383,313,"2022-05-11 15:48:18","2022-06-14 16:06:01","Silla Rody alta c/riñonera","Revisar y presupuestar",6470,"Contacto perm. c/soldadura
AUTORIZADO
TERMINADO
AVISADO",Entregada,NULL
384,314,"2022-05-11 19:23:37","2022-06-08 19:09:03","Sillòn Mesh cromado","Cmabiar rueditas rotas y tapizar y rellenar asiento/ parche respaldo",4500,"Falta parche respaldo. PAGADO 
AVISADO",Entregada,2000
