created_at,job,price(usd),matched_keywords_job,combined_keywords
2021-10-28 18:16:49,"Rellenar asiento, cilindro y ruedas",36.03,Ruedas,"cilindro, ruedas, rueda"
2021-11-04 17:12:52,TAPIZAR IGUAL ANTES / CILINDRO Y RUEDAS,49.66,Ruedas,
2021-11-06 15:29:36,Cambiar cilindro y ruedas,36.15,Ruedas,"cilindro, ruedas, rueda"
2021-11-08 19:26:43,Colocar estrella med. plástica y ruedas,27.03,Ruedas,"ruedas, rueda, estrella"
2021-11-09 18:09:54,Colocar estrella mediana y ruedas,27.7,Ruedas,"ruedas, rueda, estrella"
2021-11-09 20:51:03,Hacer asiento y ruedas,31.42,Ruedas,"ruedas, rueda"
2021-11-13 17:45:34,"Revisar y presupuestar: cilindro, chapòn, ruedas, rellenar asiento y respaldo, tornillo y suplem. apoyas",101.01,Ruedas,"cilindro, ruedas, rueda, rellenar"
2021-11-17 20:40:03,"Retapizado completo en cuerotex negr, rellenar, estrella mediana con ruedas. Revisar inserto apoyabrazos. 10000 mas inserto",67.57,Ruedas,"ruedas, rueda, estrella, rellenar"
2021-11-24 17:42:46,"Cilindro, ruedas y chapon basculante",73.65,Ruedas,"basculante, ruedas, rueda"
2021-11-26 20:49:32,estrella chica y ruedas usadas,0.0,Ruedas,"ruedas, rueda, estrella"
2021-12-16 17:38:05,"1.- retapizar, contacto, tornillo, ruedas, cilindro.  2) estrella med., rellenar asiento, ruedas y 1 tornillo.",143.33,Ruedas,"cilindro, ruedas, rueda, estrella, rellenar, retapizar"
2022-01-05 16:24:05,"1) Cilindro, ruedas, retap. y rellenar asiento y 1 inserto 2) Cambiar estructura, ruedas, rellenar completo y cilindro",83.97,Ruedas,"cilindro, ruedas, rueda, rellenar"
2022-01-06 14:49:54,"Interno madera c/insertos, tapizar y rellenar asiento, ruedas, cilindro y contacto.",64.35,Ruedas,"cilindro, ruedas, rueda, rellenar"
2022-01-14 19:37:19,"Chapòn, ruedas, tapizar y rellenar asiento, retocar aro.",34.35,Ruedas,"ruedas, rueda, rellenar"
2022-01-21 18:18:06,"Revisar y presupuestar: chapòn, cilindro, ruedas, enderezar aro, interno asiento de madera, retapizado asiento c/relleno.",67.94,Ruedas,"cilindro, ruedas, rueda"
2022-01-28 15:20:30,Colocar estrella mediana y ruedas,22.97,Ruedas,"ruedas, rueda, estrella"
2022-02-04 16:46:25,"Revisar cilindro, ruedas y retapizado de asiento y respaldo",49.76,Ruedas,"cilindro, ruedas, rueda"
2022-02-04 18:40:18,Cambiar ruedas,8.7,Ruedas,"ruedas, rueda"
2022-02-10 18:51:15,Estrella y ruedas,14.49,Ruedas,"ruedas, rueda"
2022-02-15 15:52:07,Colocar estrella mediana de las nuevas y ruedas usadas / $ 2600.- ruedas $ 900,14.49,Ruedas,"ruedas, rueda, estrella"
2022-02-18 20:47:28,Revisar y presupuestar. Incluido el tapizado y relleno. Tiene las ruedas. Tapizado ecocuero 6168/6179.,33.82,Ruedas,"ruedas, rueda"
2022-03-03 15:51:45,Cambiar cilindro y ( ruedas ),0.0,Ruedas,"cilindro, ruedas, rueda"
2022-03-04 15:09:34,Ruedas y estrella mediana,22.45,Ruedas,estrella
2022-03-08 20:04:53,Cambiar estrella y ruedas,21.43,Ruedas,"ruedas, rueda, estrella"
2022-03-11 17:28:50,Cilindro y 5 ruedas,31.63,Ruedas,"ruedas, rueda"
2022-03-22 16:14:11,"Revisar y arreglar, limpiar ruedas...",49.49,Ruedas,"ruedas, rueda"
2022-03-23 16:30:24,Chapòn y ruedas usadas,19.13,Ruedas,"ruedas, rueda"
2022-04-28 16:22:46,Rellenar y retapizar comp. ruedas y chapòn,48.35,Ruedas,"ruedas, rueda, retapizar"
2022-05-03 13:40:28,"Retapizado completo, limpiar apòyabrazos y lubricar eje y ruedas",35.32,Ruedas,"ruedas, rueda"
2022-05-19 19:11:59,Cambiar basculante y ruedas,36.67,Ruedas,"basculante, ruedas, rueda"
2022-05-20 19:50:32,Ruedas y tapizado  - venuspesquera@hotmail.com enviar fc 30-68558882-6,23.38,Ruedas,
2022-05-23 18:06:35,Cambiar ruedas y cilindro a base cromada nueva,33.83,Ruedas,"cilindro, ruedas, rueda"
2022-05-31 18:55:14,"Cambiar cilindros, tapizado de 2 asientos, ruedas y revisar",159.95,Ruedas,"cilindro, ruedas, rueda"
2022-06-22 18:38:16,Estrella grande y ruedas,21.79,Ruedas,"ruedas, rueda"
2022-08-02 14:48:57,Cambio de cilindro y ruedas,0.0,Ruedas,"cilindro, ruedas, rueda"
2022-08-11 14:29:41,"Colocar estrella cromada, ruedas y pintar aro",37.89,Ruedas,"ruedas, rueda, estrella"
2022-08-17 18:38:51,"Revisar y presupuestar, ver faja en casco y ruedas",20.35,Ruedas,"ruedas, rueda"
2022-08-27 16:43:15,Revisar y presupuestar / cotizar retap. de asiento en Talampaya negro/ relleno en ALTA DENSIDAD de 50 mm. de espesor y ruedas,24.39,Ruedas,"ruedas, rueda"
2022-09-10 15:46:31,Cambio de cilindro y ruedas,27.82,Ruedas,"cilindro, ruedas, rueda"
2022-09-23 18:17:21,Colocar 5 ruedas Alma,11.44,Ruedas,"ruedas, rueda"
2022-10-11 16:47:00,"Rellenar y retap. asiento, pintada al aro, cilindro y 2 ruedas",31.58,Ruedas,"cilindro, ruedas, rueda"
2022-10-29 14:36:00,Cambiar estrella y 5 ruedas,19.01,Ruedas,"ruedas, rueda, estrella"
2022-11-15 16:24:44,Estrella chica y ruedas,28.71,Ruedas,"ruedas, rueda"
2023-01-03 19:31:30,"Chapón, cilindro, contacto y 2 ruedas",53.19,Ruedas,"cilindro, ruedas, rueda"
2023-01-06 14:50:39,"estrella y ruedas, revisar",18.47,Ruedas,"ruedas, rueda, estrella"
2023-01-10 17:04:27,Cambiar 5 ruedas y reparar apoyabrazos ( tornillos cortados ),13.85,Ruedas,"ruedas, rueda"
2023-01-13 14:48:24,"Cotizar retapizado en Talampaya Negro, estrella cromada grande y ruedas c/banda de siliconas Candy.",51.58,Ruedas,"ruedas, rueda, estrella"
2023-01-14 15:25:09,Retapizar asiento ( 3500.-) y ruedas c/rosca.,20.84,Ruedas,"ruedas, rueda"
2023-01-20 15:10:21,"Rellenar asiento, 5 ruedas, fijar respaldo c/bulòn y tuerca.",0.0,Ruedas,"ruedas, rueda"
2023-01-20 20:41:29,"Estrella cromada, cilindro y ruedas",50.53,Ruedas,"cilindro, ruedas, rueda"
2023-02-07 20:24:40,Cambiar ruedas,7.37,Ruedas,"ruedas, rueda"
2023-02-09 19:38:13,Cambiar estrella y ruedas,21.05,Ruedas,"ruedas, rueda, estrella"
2023-02-27 15:32:31,Cambiar chapòn y ver ruedas/,25.34,Ruedas,"ruedas, rueda"
2023-03-01 15:00:18,"revisar y presupuestar / base completa y 4 insertos , menos 2 ruedas",74.18,Ruedas,"ruedas, rueda"
2023-03-07 20:35:36,Revisar tope ruedas,1.29,Ruedas,"ruedas, rueda"
2023-03-09 20:58:16,Cambiar el cilindro neumatico. Tambien revisarr y avisar si hay algo mas. + 5 RUEDAS 4500,44.59,Ruedas,cilindro
2023-03-15 15:46:50,Tapizar y armar. Y aro y ruedas de alma,41.49,Ruedas,"ruedas, rueda"
2023-03-17 16:30:35,Cambiar estrella por cromada. Ruedas siliconadas,46.39,Ruedas,estrella
2023-03-17 18:41:44,Ajustar ruedas,0.0,Ruedas,"ruedas, rueda"
2023-04-01 15:52:14,5 ruedas nuevas,9.52,Ruedas,"ruedas, rueda"
2023-04-24 19:02:43,Cambiar cilindro. Ruedas. Cilindro y tornillo,70.78,Ruedas,cilindro
2023-05-16 15:00:54,"Rellenar, retapizar asiento. Ruedas alma.",28.25,Ruedas,retapizar
2023-05-16 18:47:38,Cambiar cilindro y ruedas,0.0,Ruedas,"cilindro, ruedas, rueda"
2023-06-06 19:33:34,Armar y colocar ruedas que trajo,0.0,Ruedas,"ruedas, rueda"
2023-07-01 13:54:39,ver ruedas y chapòn,22.68,Ruedas,"ruedas, rueda"
2023-07-05 19:37:35,Reparar respaldo y cambiar ruedas,18.35,Ruedas,"ruedas, rueda"
2023-07-13 19:46:30,"Ruedas Alma, retapizar asiento y pintar aro",35.6,Ruedas,retapizar
2023-07-27 19:05:39,Cambiar cilindro en los 3 y ruedas en verdes ( nuevas ò usadas ),0.0,Ruedas,"cilindro, ruedas, rueda"
2023-07-28 14:50:02,aro nuevo. ruedas alma. soldar T de contacto,43.12,Ruedas,"ruedas, rueda, soldar"
2023-09-12 19:36:53,Revisar y presupuestar. Tapizado en ecocuero negro y ruedas,40.51,Ruedas,"ruedas, rueda"
2023-09-15 16:14:47,ruedas y basculante (se baja cuando bascula),33.67,Ruedas,"basculante, ruedas, rueda"
2023-09-22 15:29:54,Se presupuestò retapizado y almohadòn en alta densidad ( $ 40.400.- ). Ver  ruedas.,54.94,Ruedas,"ruedas, rueda"
2023-09-28 14:28:54,cambio ruedas,10.13,Ruedas,"ruedas, rueda"
2023-10-10 16:45:42,"Cilindro, perilla ovalina, ruedas y retapizado",55.38,Ruedas,"ruedas, rueda"
2023-10-18 13:57:09,Cambiar estrella y ruedas,27.79,Ruedas,"ruedas, rueda, estrella"
2023-11-02 16:33:01,Cambiar ruedas y ajustar,23.75,Ruedas,"ruedas, rueda"
2022-04-20 18:09:09,"Silla cromada, no tiene arreglo, silla Candy : fabricar interno $ 3800.- y cilindro $ 4700.- ( si se utiliza el cilindro de la otra, se ahorra èste importe)",21.37,Silla,"cilindro, silla"
2022-08-11 15:17:46,Silla Diva: cilindro  / Silla cajera revisar y presupuestar,58.95,Silla,cilindro
2021-06-16 23:33:47,Soldar estructura,10.43,Soldar,
2021-07-08 16:35:34,"1) cilindro y soldar 2) cilindro 3) cilindro, soldar y tornillo",62.68,Soldar,"cilindro, soldar"
2021-07-28 18:22:33,cortar y soldar chapòn,18.23,Soldar,soldar
2021-08-04 14:22:45,Soldar chapòn,11.9,Soldar,
2021-08-30 16:45:46,Soldar asiento y hacer.,0.0,Soldar,
2021-09-20 18:05:39,"Rellenar asiento, ruedas y soldar pieza respaldo",23.9,Soldar,"ruedas, rueda, soldar"
2021-10-07 14:02:00,"Soldar, suplementar cilindro y cambiar cilindro",31.37,Soldar,cilindro
2021-10-25 17:19:43,"Soldar chapòn, abrir respaldo y soldar cañito c/tuerca, 2 bulones",28.43,Soldar,soldar
2021-12-07 15:01:13,Soldar,14.89,Soldar,
2022-01-26 17:42:51,Revisar cilindro y chapòn (soldar),31.58,Soldar,"cilindro, soldar"
2022-03-09 16:00:03,soldar,12.76,Soldar,soldar
2022-03-25 15:04:31,Soldar y reforzar orejas respaldo,12.76,Soldar,
2022-05-10 14:17:37,soldar base,11.94,Soldar,soldar
2022-06-21 15:08:46,Cambio de cilindro y soldar chapòn,24.36,Soldar,"cilindro, soldar"
2023-06-15 15:04:50,Cortar y soldar chapòn nuevo,15.54,Soldar,soldar
2023-07-28 14:50:02,aro nuevo. ruedas alma. soldar T de contacto,43.12,Soldar,"ruedas, rueda, soldar"
2023-08-08 19:27:00,Soldar una pata. Reforzar las demas,0.0,Soldar,
2023-09-07 15:39:38,"Colocar apoyabrazos, soldar costado y rearmar",7.59,Soldar,soldar
2023-10-18 18:23:43,Soldar respaldo c/refuerzo,5.13,Soldar,
